SubjectName;TrialID;TrialSequence;CountInTrial;StartTime;Duration;Distance;Velocity;Validity;Trial Name;Saccade Target AOI group
S0102;0;0;1;176;26;278,5218;10,71238;0;KF_001.jpg;face
S0102;1;1;1;246;42;627,972;14,95172;0;KF_002.jpg;logo
S0102;2;2;1;164;26;421,7782;16,22224;0;KF_003.jpg;face
S0102;3;3;1;90;2;25,0641;12,53205;0;KF_004.jpg;nowhere
S0102;4;4;1;230;22;173,3636;7,880162;0;KF_005.jpg;face
S0102;5;5;1;174;28;361,4655;12,90948;0;KF_006.jpg;nowhere
S0102;6;6;1;292;32;415,7642;12,99263;0;KF_007.jpg;face
S0102;7;7;1;286;8;76,81269;9,601586;0;KF_008.jpg;face
S0102;8;8;1;194;2;48,48411;24,24205;0;KF_009.jpg;face
S0102;9;9;1;276;30;296,3178;9,877261;0;KF_010.jpg;nowhere
S0102;10;10;1;258;10;59,7822;5,97822;0;KF_011.jpg;nowhere
S0102;11;11;1;200;22;277,4392;12,61087;0;KF_012.jpg;face
S0102;12;12;1;172;32;243,9722;7,624131;0;KF_013.jpg;face
S0102;13;13;1;334;76;349,8066;4,602718;0;KF_014.jpg;face
S0102;14;14;1;180;34;241,4931;7,102737;0;KF_015.jpg;logo
S0102;15;15;1;180;20;311,1026;15,55513;0;KF_016.jpg;nowhere
S0102;16;16;1;242;14;74,24734;5,303382;0;KF_017.jpg;face
S0102;17;17;1;448;12;91,98784;7,665653;0;KF_018.jpg;face
S0102;18;18;1;322;34;519,2493;15,27204;0;KF_019.jpg;logo
S0102;19;19;1;270;168;533,7737;3,177224;0;KF_020.jpg;logo
S0102;20;20;1;190;52;549,7932;10,57295;0;KF_021.jpg;nowhere
S0102;21;21;1;212;22;326,3961;14,83619;0;KF_022.jpg;nowhere
S0102;22;22;1;108;2;25,78607;12,89303;0;KF_023.jpg;face
S0102;23;23;1;220;10;106,5484;10,65484;0;KF_024.jpg;face
S0102;24;24;1;194;14;204,7065;14,62189;0;KF_025.jpg;face
S0102;25;25;1;194;18;240,5787;13,36549;0;KF_026.jpg;face
S0102;26;26;1;220;2;54,70951;27,35476;0;KF_027.jpg;face
S0102;27;27;1;160;2;31,33024;15,66512;0;KF_028.jpg;nowhere
S0102;28;28;1;218;22;255,9297;11,63317;0;KF_029.jpg;face
S0102;29;29;1;170;26;282,0653;10,84867;0;KF_030.jpg;nowhere
S0102;30;30;1;178;26;249,695;9,603652;0;KF_031.jpg;face
S0102;31;31;1;220;32;399,1277;12,47274;0;KF_032.jpg;logo
S0102;32;32;1;308;30;433,9171;14,4639;0;KF_033.jpg;nowhere
S0102;33;33;1;86;10;113,2112;11,32112;0;KF_034.jpg;logo
S0102;34;34;1;164;30;431,9883;14,39961;0;KF_035.jpg;face
S0102;35;35;1;210;28;348,2944;12,43909;0;KF_036.jpg;nowhere
S0102;36;36;1;236;2;56,24141;28,12071;0;KF_037.jpg;face
S0102;37;37;1;188;16;133,0293;8,314331;0;KF_038.jpg;face
S0102;38;38;1;226;14;136,7235;9,765966;0;KF_039.jpg;face
S0102;39;39;1;234;8;69,59842;8,699802;0;KF_040.jpg;face
S0102;40;40;1;298;12;127,2294;10,60245;0;KF_041.jpg;face
S0102;41;41;1;232;10;97,56187;9,756187;0;KF_042.jpg;nowhere
S0102;42;42;1;252;24;217,1885;9,049522;0;KF_043.jpg;face
S0102;43;43;1;278;36;521,3025;14,48063;0;KF_044.jpg;face
S0102;44;44;1;314;40;561,8268;14,04567;0;KF_045.jpg;logo
S0102;45;45;1;224;10;104,8881;10,48881;0;KF_046.jpg;nowhere
S0102;46;46;1;174;16;228,9352;14,30845;0;KF_047.jpg;face
S0102;47;47;1;254;44;301,5878;6,854268;0;KF_048.jpg;nowhere
S0102;48;48;1;198;40;535,8394;13,39599;0;KF_049.jpg;face
S0102;49;49;1;92;2;24,60654;12,30327;0;KF_050.jpg;nowhere
S0102;50;50;1;290;30;396,9052;13,23017;0;KF_051.jpg;face
S0102;51;51;1;236;36;365,7776;10,16049;0;KF_052.jpg;face
S0102;52;52;1;160;26;358,8151;13,80058;0;KF_053.jpg;face
S0102;53;53;1;230;34;203,1022;5,973594;0;KF_054.jpg;face
S0102;54;54;1;212;26;352,8506;13,57118;0;KF_055.jpg;face
S0102;55;55;1;196;10;87,14683;8,714683;0;KF_056.jpg;nowhere
S0102;56;56;1;184;30;338,3879;11,2796;0;KF_057.jpg;face
S0102;57;57;1;250;20;270,5245;13,52623;0;KF_058.jpg;face
S0102;58;58;1;186;26;302,4107;11,63118;0;KF_059.jpg;nowhere
S0102;59;59;1;198;22;184,1484;8,370382;0;KF_060.jpg;face
S0102;60;60;1;288;10;117,1358;11,71358;0;KF_061.jpg;face
S0102;61;61;1;268;150;919,0333;6,126889;0;KF_062.jpg;logo
S0102;62;62;1;582;24;402,2183;16,7591;0;KF_063.jpg;logo
S0102;63;63;1;366;32;404,5723;12,64289;0;KF_064.jpg;logo
S0102;64;64;1;184;26;313,426;12,05484;0;KF_065.jpg;face
S0102;65;65;1;182;18;191,6476;10,64709;0;KF_066.jpg;face
S0102;66;66;1;180;16;229,0152;14,31345;0;KF_067.jpg;face
S0102;67;67;1;280;26;263,0501;10,11731;0;KF_068.jpg;logo
S0102;68;68;1;92;2;36,67959;18,33979;0;KF_069.jpg;nowhere
S0102;69;69;1;212;36;237,2899;6,591385;0;KF_070.jpg;face
S0102;70;70;1;240;24;244,8306;10,20128;0;KF_071.jpg;logo
S0102;71;71;1;234;14;122,9374;8,781245;0;KF_072.jpg;nowhere
S0102;72;72;1;244;18;185,5311;10,30728;0;KF_073.jpg;face
S0102;73;73;1;230;10;69,9223;6,99223;0;KF_074.jpg;face
S0102;74;74;1;176;26;315,0157;12,11599;0;KF_075.jpg;face
S0102;75;75;1;184;18;201,5327;11,19626;0;KF_076.jpg;face
S0102;76;76;1;358;124;415,5828;3,351474;0;KF_077.jpg;nowhere
S0102;77;77;1;174;28;328,8033;11,74297;0;KF_078.jpg;face
S0102;78;78;1;278;46;552,2675;12,00582;0;KF_079.jpg;face
S0102;79;79;1;272;16;176,4789;11,02993;0;KF_080.jpg;face
S0102;80;80;1;162;22;288,2071;13,10032;0;KF_081.jpg;face
S0102;81;81;1;418;2;46,1287;23,06435;0;KF_082.jpg;face
S0102;82;82;1;274;68;513,4843;7,551239;0;KF_083.jpg;nowhere
S0102;83;83;1;206;24;301,4344;12,55977;0;KF_084.jpg;face
S0102;84;84;1;320;10;59,34572;5,934572;0;KF_085.jpg;face
S0102;85;85;1;216;22;213,3673;9,698514;0;KF_086.jpg;face
S0102;86;86;1;194;22;167,8691;7,630412;0;KF_087.jpg;face
S0102;87;87;1;364;28;373,4635;13,33798;0;KF_088.jpg;nowhere
S0102;88;88;1;210;20;261,1005;13,05502;0;KF_089.jpg;face
S0102;89;89;1;208;24;398,7189;16,61329;0;KF_090.jpg;face
S0102;90;90;1;190;188;115,2587;0,6130784;0;KF_091.jpg;face
S0102;91;91;1;192;10;117,6542;11,76542;0;KF_092.jpg;nowhere
S0102;92;92;1;236;20;193,9827;9,699135;0;KF_093.jpg;face
S0102;93;93;1;164;14;228,73;16,33786;0;KF_094.jpg;face
S0102;94;94;1;318;18;63,1568;3,508711;0;KF_095.jpg;nowhere
S0102;95;95;1;222;16;161,1287;10,07055;0;KF_096.jpg;face
S0102;96;96;1;192;22;315,4202;14,33728;0;KF_097.jpg;face
S0102;97;97;1;262;218;734,4342;3,368964;0;KF_098.jpg;nowhere
S0102;98;98;1;202;24;305,6681;12,73617;0;KF_099.jpg;face
S0102;99;99;1;276;14;168,3859;12,02757;0;KF_100.jpg;face
S0102;100;100;1;324;42;714,2658;17,00633;0;KL_001.png;nowhere
