SubjectName;TrialID;TrialSequence;CountInTrial;StartTime;Duration;Distance;Velocity;Validity;Trial Name;Saccade Target AOI group
S0902;0;0;1;350;30;287,0117;9,567056;0;KF_001.jpg;face
S0902;1;1;1;94;2;30,8914;15,4457;0;KF_002.jpg;nowhere
S0902;2;2;1;138;26;347,4592;13,36381;0;KF_003.jpg;face
S0902;3;3;1;200;52;586,2023;11,27312;0;KF_004.jpg;face
S0902;4;4;1;170;32;337,3907;10,54346;0;KF_005.jpg;face
S0902;5;5;1;188;28;451,142;16,11222;0;KF_006.jpg;nowhere
S0902;6;6;1;204;32;439,703;13,74072;0;KF_007.jpg;face
S0902;7;7;1;302;16;149,4633;9,341459;0;KF_008.jpg;face
S0902;8;8;1;192;8;87,96217;10,99527;0;KF_009.jpg;face
S0902;9;9;1;378;10;105,1179;10,51179;0;KF_010.jpg;nowhere
S0902;10;10;1;228;8;61,73209;7,716511;0;KF_011.jpg;face
S0902;11;11;1;180;22;245,1055;11,14116;0;KF_012.jpg;face
S0902;12;12;1;236;26;343,0048;13,19249;0;KF_013.jpg;face
S0902;13;13;1;160;26;283,4409;10,90157;0;KF_014.jpg;face
S0902;14;14;1;400;44;528,0711;12,00162;0;KF_015.jpg;face
S0902;15;15;1;234;24;318,1759;13,25733;0;KF_016.jpg;face
S0902;16;16;1;168;20;142,9602;7,148009;0;KF_017.jpg;face
S0902;17;17;1;240;32;185,4769;5,796154;0;KF_018.jpg;face
S0902;18;18;1;208;14;157,5554;11,25396;0;KF_019.jpg;face
S0902;19;19;1;244;50;379,4072;7,588143;0;KF_020.jpg;face
S0902;20;20;1;250;60;661,087;11,01812;0;KF_021.jpg;face
S0902;21;21;1;414;56;346,5483;6,188362;0;KF_022.jpg;nowhere
S0902;22;22;1;268;10;109,6407;10,96407;0;KF_023.jpg;face
S0902;23;23;1;192;14;128,8531;9,203796;0;KF_024.jpg;face
S0902;24;24;1;168;14;141,9103;10,13645;0;KF_025.jpg;face
S0902;25;25;1;192;18;210,2237;11,6791;0;KF_026.jpg;face
S0902;26;26;1;168;20;233,6291;11,68146;0;KF_027.jpg;face
S0902;27;27;1;424;80;204,4411;2,555513;0;KF_028.jpg;nowhere
S0902;28;28;1;210;16;202,4947;12,65592;0;KF_029.jpg;face
S0902;29;29;1;166;18;212,2555;11,79197;0;KF_030.jpg;face
S0902;30;30;1;174;18;253,4273;14,0793;0;KF_031.jpg;face
S0902;31;31;1;208;48;574,3995;11,96666;0;KF_032.jpg;face
S0902;32;32;1;282;32;323,7082;10,11588;0;KF_033.jpg;nowhere
S0902;33;33;1;162;28;353,4596;12,62356;0;KF_034.jpg;face
S0902;34;34;1;148;34;477,4143;14,0416;0;KF_035.jpg;face
S0902;35;35;1;382;14;154,1765;11,01261;0;KF_036.jpg;nowhere
S0902;36;36;1;186;10;67,01263;6,701262;0;KF_037.jpg;face
S0902;37;37;1;160;20;248,4527;12,42264;0;KF_038.jpg;face
S0902;38;38;1;168;16;212,7673;13,29796;0;KF_039.jpg;face
S0902;39;39;1;554;44;439,8152;9,995801;0;KF_040.jpg;logo
S0902;40;40;1;246;24;159,7122;6,654676;0;KF_041.jpg;face
S0902;41;41;1;390;32;384,633;12,01978;0;KF_042.jpg;nowhere
S0902;42;42;1;220;20;258,9024;12,94512;0;KF_043.jpg;face
S0902;43;43;1;182;32;424,0459;13,25144;0;KF_044.jpg;face
S0902;44;44;1;166;36;352,5428;9,792854;0;KF_045.jpg;face
S0902;45;45;1;210;20;214,5032;10,72516;0;KF_046.jpg;face
S0902;46;46;1;152;50;214,516;4,29032;0;KF_047.jpg;face
S0902;47;47;1;192;18;252,6306;14,03503;0;KF_048.jpg;face
S0902;48;48;1;148;38;400,9107;10,55028;0;KF_049.jpg;face
S0902;49;49;1;174;34;296,7721;8,728591;0;KF_050.jpg;face
S0902;50;50;1;162;22;363,6046;16,52748;0;KF_051.jpg;face
S0902;51;51;1;186;38;446,2188;11,7426;0;KF_052.jpg;face
S0902;52;52;1;224;32;393,0773;12,28367;0;KF_053.jpg;face
S0902;53;53;1;176;16;205,0786;12,81741;0;KF_054.jpg;face
S0902;54;54;1;188;26;334,4798;12,86461;0;KF_055.jpg;face
S0902;55;55;1;212;20;220,9518;11,04759;0;KF_056.jpg;face
S0902;56;56;1;84;2;24,48074;12,24037;0;KF_057.jpg;nowhere
S0902;57;57;1;220;16;273,2409;17,07755;0;KF_058.jpg;face
S0902;58;58;1;196;24;253,6416;10,5684;0;KF_059.jpg;nowhere
S0902;59;59;1;152;18;202,1299;11,22944;0;KF_060.jpg;face
S0902;60;60;1;268;14;122,5411;8,752938;0;KF_061.jpg;nowhere
S0902;61;61;1;180;22;315,9934;14,36334;0;KF_062.jpg;face
S0902;62;62;1;80;2;39,39027;19,69514;0;KF_063.jpg;nowhere
S0902;63;63;1;172;30;403,7728;13,45909;0;KF_064.jpg;face
S0902;64;64;1;178;44;465,4218;10,57777;0;KF_065.jpg;face
S0902;65;65;1;178;28;252,56;9,02;0;KF_066.jpg;face
S0902;66;66;1;186;20;331,104;16,5552;0;KF_067.jpg;face
S0902;67;67;1;180;36;561,7825;15,60507;0;KF_068.jpg;face
S0902;68;68;1;166;18;190,7321;10,59623;0;KF_069.jpg;face
S0902;69;69;1;240;32;267,9629;8,373839;0;KF_070.jpg;face
S0902;70;70;1;214;26;147,1764;5,660631;0;KF_071.jpg;face
S0902;71;71;1;328;182;599,3177;3,292955;0;KF_072.jpg;nowhere
S0902;72;72;1;144;58;529,2773;9,12547;0;KF_073.jpg;face
S0902;73;73;1;280;8;76,13335;9,516668;0;KF_074.jpg;face
S0902;74;74;1;180;56;330,0591;5,893913;0;KF_075.jpg;face
S0902;75;75;1;222;44;248,9896;5,658854;0;KF_076.jpg;face
S0902;76;76;1;282;18;217,156;12,06422;0;KF_077.jpg;face
S0902;77;77;1;186;28;347,798;12,42136;0;KF_078.jpg;face
S0902;78;78;1;166;24;403,04;16,79333;0;KF_079.jpg;nowhere
S0902;79;79;1;206;16;133,4859;8,342872;0;KF_080.jpg;face
S0902;80;80;1;154;28;297,3192;10,61854;0;KF_081.jpg;face
S0902;81;81;1;212;8;69,01604;8,627005;0;KF_082.jpg;face
S0902;82;82;1;346;2;31,32508;15,66254;0;KF_083.jpg;face
S0902;83;83;1;212;26;209,5383;8,059164;0;KF_084.jpg;face
S0902;84;84;1;292;14;91,14551;6,510394;0;KF_085.jpg;face
S0902;85;85;1;198;20;216,8984;10,84492;0;KF_086.jpg;face
S0902;86;86;1;182;16;156,9985;9,812407;0;KF_087.jpg;face
S0902;87;87;1;176;34;547,6281;16,10671;0;KF_088.jpg;face
S0902;88;88;1;202;22;292,1383;13,27901;0;KF_089.jpg;face
S0902;89;89;1;234;32;377,8511;11,80785;0;KF_090.jpg;face
S0902;90;90;1;224;164;69,69239;0,4249536;0;KF_091.jpg;face
S0902;91;91;1;156;26;272,0163;10,46216;0;KF_092.jpg;face
S0902;92;92;1;200;18;231,9156;12,8842;0;KF_093.jpg;face
S0902;93;93;1;162;16;259,3632;16,2102;0;KF_094.jpg;face
S0902;94;94;1;158;20;297,4213;14,87107;0;KF_095.jpg;face
S0902;95;95;1;166;18;215,3511;11,96395;0;KF_096.jpg;face
S0902;96;96;1;176;20;268,83;13,4415;0;KF_097.jpg;face
S0902;97;97;1;176;24;406,5539;16,93974;0;KF_098.jpg;face
S0902;98;98;1;198;32;380,366;11,88644;0;KF_099.jpg;face
S0902;99;99;1;186;26;126,087;4,849498;0;KF_100.jpg;face
S0902;100;100;1;388;28;249,494;8,910501;0;KL_001.png;nowhere
S0902;101;101;1;330;34;471,0807;13,85531;0;KL_002.png;nowhere
S0902;102;102;1;266;30;293,2374;9,774581;0;KL_003.png;nowhere
S0902;103;103;1;208;106;457,2746;4,313911;0;KL_004.png;logo
S0902;104;104;1;186;20;230,9979;11,5499;0;KL_005.png;logo
S0902;105;105;1;210;38;641,5458;16,88279;0;KL_006.png;nowhere
S0902;106;106;1;268;48;702,7659;14,64096;0;KL_007.png;logo
S0902;107;107;1;216;54;409,6408;7,585941;0;KL_008.png;logo
S0902;108;108;1;192;52;751,2264;14,44666;0;KL_009.png;logo
S0902;109;109;1;196;34;570,0327;16,76567;0;KL_010.png;nowhere
S0902;110;110;1;346;30;216,9033;7,23011;0;KL_011.png;nowhere
S0902;111;111;1;162;42;653,9823;15,57101;0;KL_012.png;logo
S0902;112;112;1;294;66;605,5773;9,175413;0;KL_013.png;nowhere
S0902;113;113;1;232;42;735,9406;17,5224;0;KL_014.png;logo
S0902;114;114;1;312;28;326,5304;11,6618;0;KL_015.png;nowhere
S0902;115;115;1;202;30;441,1204;14,70401;0;KL_016.png;nowhere
S0902;116;116;1;326;14;143,4821;10,24872;0;KL_017.png;nowhere
S0902;117;117;1;308;40;580,1683;14,50421;0;KL_018.png;nowhere
S0902;118;118;1;92;2;24,02405;12,01203;0;KL_019.png;nowhere
S0902;119;119;1;218;64;753,3304;11,77079;0;KL_020.png;logo
S0902;120;120;1;218;34;346,6601;10,19589;0;KL_021.png;logo
S0902;121;121;1;318;12;115,556;9,629666;0;KL_022.png;nowhere
S0902;122;122;1;160;48;513,2049;10,69177;0;KL_023.png;logo
S0902;123;123;1;190;38;600,0715;15,79136;0;KL_024.png;logo
S0902;124;124;1;216;32;507,8988;15,87184;0;KL_025.png;logo
S0902;125;125;1;210;38;587,2465;15,45385;0;KL_026.png;logo
S0902;126;126;1;162;40;675,8575;16,89644;0;KL_027.png;logo
S0902;127;127;1;268;18;367,6525;20,42514;0;KL_028.png;nowhere
S0902;128;128;1;188;44;766,3279;17,41654;0;KL_029.png;logo
S0902;129;129;1;248;16;153,0497;9,565608;0;KL_030.png;nowhere
S0902;130;130;1;268;44;723,8224;16,45051;0;KL_031.png;nowhere
S0902;131;131;1;334;44;767,425;17,44148;0;KL_032.png;nowhere
S0902;132;132;1;114;2;29,3135;14,65675;0;KL_033.png;nowhere
S0902;133;133;1;194;36;615,5258;17,09794;0;KL_034.png;logo
S0902;134;134;1;228;32;479,1279;14,97275;0;KL_035.png;nowhere
S0902;135;135;1;274;44;551,2229;12,52779;0;KL_036.png;nowhere
S0902;136;136;1;278;46;474,2307;10,30936;0;KL_037.png;nowhere
S0902;137;137;1;278;14;141,775;10,12679;0;KL_038.png;nowhere
S0902;138;138;1;206;32;493,8315;15,43223;0;KL_039.png;nowhere
S0902;139;139;1;162;26;374,7586;14,41379;0;KL_040.png;logo
S0902;140;140;1;206;34;485,5894;14,28204;0;KL_041.png;nowhere
S0902;141;141;1;174;58;773,6699;13,33914;0;KL_042.png;logo
S0902;142;142;1;198;36;529,2316;14,70088;0;KL_043.png;logo
S0902;143;143;1;224;18;154,1437;8,563537;0;KL_044.png;nowhere
S0902;144;144;1;374;58;591,6075;10,20013;0;KL_045.png;nowhere
S0902;145;145;1;86;20;207,8756;10,39378;0;KL_046.png;nowhere
S0902;146;146;1;188;66;468,0914;7,092294;0;KL_047.png;nowhere
S0902;147;147;1;290;24;356,7673;14,86531;0;KL_048.png;nowhere
S0902;148;148;1;232;52;651,3286;12,52555;0;KL_049.png;logo
S0902;149;149;1;204;46;688,8943;14,97596;0;KL_050.png;logo
S0902;150;150;1;194;52;629,3483;12,10285;0;KL_051.png;logo
S0902;151;151;1;198;84;618,3184;7,360934;0;KL_052.png;logo
S0902;152;152;1;162;36;511,474;14,20761;0;KL_053.png;nowhere
S0902;153;153;1;208;18;290,4941;16,13856;0;KL_054.png;logo
S0902;154;154;1;238;64;575,0842;8,98569;0;KL_055.png;nowhere
S0902;155;155;1;176;14;240,3537;17,16812;0;KL_056.png;logo
S0902;156;156;1;212;32;467,3004;14,60314;0;KL_057.png;logo
S0902;157;157;1;220;38;471,1984;12,39996;0;KL_058.png;nowhere
S0902;158;158;1;292;18;229,2872;12,73818;0;KL_059.png;logo
S0902;159;159;1;280;36;703,0754;19,52987;0;KL_060.png;logo
S0902;160;160;1;182;42;314,9846;7,499634;0;KL_061.png;logo
S0902;161;161;1;172;28;393,8086;14,06459;0;KL_062.png;logo
S0902;162;162;1;262;16;131,8098;8,238111;0;KL_063.png;nowhere
S0902;163;163;1;220;56;590,4774;10,54424;0;KL_064.png;logo
S0902;164;164;1;190;36;427,7067;11,88074;0;KL_065.png;logo
S0902;165;165;1;188;32;478,7246;14,96014;0;KL_066.png;logo
S0902;166;166;1;400;212;390,0341;1,839784;0;KL_067.png;logo
S0902;167;167;1;308;28;163,8532;5,851901;0;KL_068.png;nowhere
S0902;168;168;1;408;48;852,9376;17,76953;0;KL_069.png;nowhere
S0902;169;169;1;202;42;628,9481;14,97496;0;KL_070.png;logo
S0902;170;170;1;256;10;106,4262;10,64262;0;KL_071.png;nowhere
S0902;171;171;1;234;20;174,2591;8,712956;0;KL_072.png;nowhere
S0902;172;172;1;90;2;31,9367;15,96835;0;KL_073.png;nowhere
S0902;173;173;1;252;28;292,776;10,45628;0;KL_074.png;nowhere
S0902;174;174;1;180;26;369,1195;14,19691;0;KL_075.png;nowhere
S0902;175;175;1;164;32;424,5613;13,26754;0;KL_076.png;logo
S0902;176;176;1;284;60;694,731;11,57885;0;KL_077.png;logo
S0902;177;177;1;202;42;405,2725;9,649344;0;KL_078.png;nowhere
S0902;178;178;1;216;36;562,7223;15,63118;0;KL_079.png;nowhere
S0902;179;179;1;208;50;670,6792;13,41358;0;KL_080.png;nowhere
S0902;180;180;1;204;28;399,1974;14,25705;0;KL_081.png;logo
S0902;181;181;1;244;36;622,3003;17,28612;0;KL_082.png;logo
S0902;182;182;1;86;2;40,42367;20,21184;0;KL_083.png;nowhere
S0902;183;183;1;364;48;341,3462;7,111379;0;KL_084.png;nowhere
S0902;184;184;1;294;26;144,6107;5,561951;0;KL_085.png;nowhere
S0902;185;185;1;322;44;795,1415;18,0714;0;KL_086.png;nowhere
S0902;186;186;1;188;64;452,5031;7,070361;0;KL_087.png;logo
S0902;187;187;1;186;28;449,1594;16,04141;0;KL_088.png;nowhere
S0902;188;188;1;152;36;401,5891;11,15525;0;KL_089.png;logo
S0902;189;189;1;170;22;280,7722;12,76237;0;KL_090.png;nowhere
S0902;190;190;1;182;48;815,7645;16,99509;0;KL_091.png;logo
S0902;191;191;1;178;42;648,8208;15,44811;0;KL_092.png;nowhere
S0902;192;192;1;172;34;573,5608;16,86943;0;KL_093.png;logo
S0902;193;193;1;178;28;320,8276;11,45813;0;KL_094.png;logo
S0902;194;194;1;220;64;634,0992;9,907801;0;KL_095.png;nowhere
S0902;195;195;1;234;16;214,1124;13,38202;0;KL_096.png;nowhere
S0902;196;196;1;274;14;70,83533;5,059666;0;KL_097.png;nowhere
S0902;197;197;1;182;30;438,8057;14,62686;0;KL_098.png;logo
S0902;198;198;1;166;32;523,5982;16,36244;0;KL_099.png;nowhere
S0902;199;199;1;322;54;697,5027;12,91672;0;KL_100.png;nowhere
S0902;200;200;1;216;50;375,381;7,507621;0;UF_001.jpg;nowhere
S0902;201;201;1;226;36;378,5254;10,51459;0;UF_002.jpg;face
S0902;202;202;1;170;14;147,6178;10,54413;0;UF_003.jpg;face
S0902;203;203;1;286;48;475,8746;9,914055;0;UF_004.jpg;logo
S0902;204;204;1;376;16;101,6953;6,355953;0;UF_005.jpg;face
S0902;205;205;1;180;30;388,8813;12,96271;0;UF_006.jpg;face
S0902;206;206;1;176;22;282,4007;12,83639;0;UF_007.jpg;face
S0902;207;207;1;184;26;481,1501;18,50577;0;UF_008.jpg;nowhere
S0902;208;208;1;190;46;446,9612;9,716548;0;UF_009.jpg;face
S0902;209;209;1;164;48;572,7729;11,93277;0;UF_010.jpg;face
S0902;210;210;1;192;14;164,7997;11,77141;0;UF_011.jpg;face
S0902;211;211;1;188;24;296,8018;12,36674;0;UF_012.jpg;face
S0902;212;212;1;254;24;302,9639;12,6235;0;UF_013.jpg;face
S0902;213;213;1;218;48;544,0474;11,33432;0;UF_014.jpg;face
S0902;214;214;1;270;38;724,6714;19,0703;0;UF_015.jpg;logo
S0902;215;215;1;190;20;267,3247;13,36624;0;UF_016.jpg;face
S0902;216;216;1;172;28;357,3621;12,76293;0;UF_017.jpg;face
S0902;217;217;1;178;36;524,4775;14,56882;0;UF_018.jpg;logo
S0902;218;218;1;158;14;161,2322;11,51659;0;UF_019.jpg;face
S0902;219;219;1;228;18;230,0828;12,78238;0;UF_020.jpg;face
S0902;220;220;1;224;36;403,4707;11,20752;0;UF_021.jpg;nowhere
S0902;221;221;1;90;24;59,45222;2,477176;0;UF_022.jpg;nowhere
S0902;222;222;1;200;12;74,77823;6,231519;0;UF_023.jpg;face
S0902;223;223;1;178;18;197,2036;10,95575;0;UF_024.jpg;face
S0902;224;224;1;250;30;169,9356;5,664519;0;UF_025.jpg;face
S0902;225;225;1;166;24;138,0747;5,753113;0;UF_026.jpg;face
S0902;226;226;1;178;30;284,5725;9,48575;0;UF_027.jpg;face
S0902;227;227;1;190;28;316,7027;11,31081;0;UF_028.jpg;face
S0902;228;228;1;256;40;254,9191;6,372978;0;UF_029.jpg;face
S0902;229;229;1;186;24;238,1734;9,92389;0;UF_030.jpg;face
S0902;230;230;1;334;18;253,5673;14,08707;0;UF_031.jpg;face
S0902;231;231;1;174;30;512,5618;17,08539;0;UF_032.jpg;face
S0902;232;232;1;246;36;332,3437;9,23177;0;UF_033.jpg;nowhere
S0902;233;233;1;200;30;341,6382;11,38794;0;UF_034.jpg;face
S0902;234;234;1;80;282;549,8837;1,949942;-1;UF_035.jpg;face
S0902;235;235;1;228;30;410,4798;13,68266;0;UF_036.jpg;face
S0902;236;236;1;172;32;243,2997;7,603114;0;UF_037.jpg;face
S0902;237;237;1;212;2;43,04201;21,521;0;UF_038.jpg;face
S0902;238;238;1;198;8;97,26809;12,15851;0;UF_039.jpg;face
S0902;239;239;1;188;30;135,0423;4,501409;0;UF_040.jpg;face
S0902;240;240;1;180;18;187,0672;10,39262;0;UF_041.jpg;face
