SubjectName;TrialID;TrialSequence;CountInTrial;StartTime;Duration;Distance;Velocity;Validity;Trial Name;Saccade Target AOI group
S1602;0;0;1;410;12;80,15634;6,679695;0;KF_001.jpg;nowhere
S1602;1;1;1;176;40;729,1413;18,22853;0;KF_002.jpg;face
S1602;2;2;1;158;18;182,3927;10,13293;0;KF_003.jpg;face
S1602;3;3;1;260;60;517,2192;8,62032;0;KF_004.jpg;nowhere
S1602;4;4;1;496;2;41,1944;20,5972;0;KF_005.jpg;face
S1602;5;5;1;194;30;327,7496;10,92499;0;KF_006.jpg;face
S1602;6;6;1;226;34;426,4049;12,54132;0;KF_007.jpg;face
S1602;7;7;1;232;28;169,7952;6,064113;0;KF_008.jpg;face
S1602;8;8;1;162;8;74,88956;9,361195;0;KF_009.jpg;face
S1602;9;9;1;914;20;331,6255;16,58128;0;KF_010.jpg;face
S1602;10;10;1;278;22;333,0488;15,13858;0;KF_011.jpg;nowhere
S1602;11;11;1;196;16;235,9265;14,74541;0;KF_012.jpg;face
S1602;12;12;1;362;2;41,86333;20,93166;0;KF_013.jpg;nowhere
S1602;13;13;1;266;20;252,7543;12,63771;0;KF_014.jpg;face
S1602;14;14;1;220;22;233,7547;10,62522;0;KF_015.jpg;nowhere
S1602;15;15;1;216;14;130,9174;9,351245;0;KF_016.jpg;nowhere
S1602;16;16;1;216;32;152,3063;4,759571;0;KF_017.jpg;face
S1602;17;17;1;158;44;227,1022;5,161414;0;KF_018.jpg;face
S1602;18;18;1;170;8;65,81866;8,227332;0;KF_019.jpg;face
S1602;19;19;1;230;34;384,6959;11,31458;0;KF_020.jpg;logo
S1602;20;20;1;190;42;659,1008;15,69288;0;KF_021.jpg;face
S1602;21;21;1;192;30;426,6185;14,22062;0;KF_022.jpg;nowhere
S1602;22;22;1;176;24;76,5758;3,190658;0;KF_023.jpg;face
S1602;23;23;1;130;20;216,2227;10,81114;0;KF_024.jpg;face
S1602;24;24;1;152;16;150,1325;9,383283;0;KF_025.jpg;face
S1602;25;25;1;196;12;87,26469;7,272058;0;KF_026.jpg;face
S1602;26;26;1;168;12;51,66821;4,305684;0;KF_027.jpg;face
S1602;27;27;1;234;60;484,9979;8,083298;0;KF_028.jpg;face
S1602;28;28;1;198;30;216,6025;7,220082;0;KF_029.jpg;face
S1602;29;29;1;202;32;554,2324;17,31976;0;KF_030.jpg;nowhere
S1602;30;30;1;178;60;223,611;3,726849;0;KF_031.jpg;face
S1602;31;31;1;376;62;528,0757;8,51735;0;KF_032.jpg;face
S1602;32;32;1;198;28;376,6302;13,45108;0;KF_033.jpg;nowhere
S1602;33;33;1;174;30;295,9875;9,866248;0;KF_034.jpg;face
S1602;34;34;1;204;32;446,5994;13,95623;0;KF_035.jpg;face
S1602;35;35;1;214;32;425,7955;13,30611;0;KF_036.jpg;face
S1602;36;36;1;282;2;40,59264;20,29632;0;KF_037.jpg;face
S1602;37;37;1;174;18;226,0217;12,55676;0;KF_038.jpg;face
S1602;38;38;1;220;12;143,0324;11,91937;0;KF_039.jpg;face
S1602;39;39;1;208;2;41,59488;20,79744;0;KF_040.jpg;face
S1602;40;40;1;162;12;135,3363;11,27802;0;KF_041.jpg;face
S1602;41;41;1;318;32;203,7724;6,367888;0;KF_042.jpg;face
S1602;42;42;1;188;24;188,8657;7,869402;0;KF_043.jpg;face
S1602;43;43;1;242;18;325,4829;18,08239;0;KF_044.jpg;nowhere
S1602;44;44;1;162;62;360,6047;5,816205;0;KF_045.jpg;face
S1602;45;45;1;260;2;47,08246;23,54123;0;KF_046.jpg;nowhere
S1602;46;46;1;192;14;193,6612;13,83295;0;KF_047.jpg;face
S1602;47;47;1;168;34;197,7617;5,816521;0;KF_048.jpg;face
S1602;48;48;1;364;14;135,5575;9,682677;0;KF_049.jpg;nowhere
S1602;49;49;1;164;20;273,2503;13,66252;0;KF_050.jpg;face
S1602;50;50;1;172;26;356,374;13,70669;0;KF_051.jpg;face
S1602;51;51;1;260;28;420,2729;15,00975;0;KF_052.jpg;face
S1602;52;52;1;180;22;361,7999;16,44545;0;KF_053.jpg;face
S1602;53;53;1;160;26;178,868;6,879537;0;KF_054.jpg;face
S1602;54;54;1;270;30;192,1115;6,403717;0;KF_055.jpg;nowhere
S1602;55;55;1;382;22;218,4332;9,928781;0;KF_056.jpg;face
S1602;56;56;1;220;30;364,1666;12,13889;0;KF_057.jpg;face
S1602;57;57;1;196;20;264,5357;13,22679;0;KF_058.jpg;face
S1602;58;58;1;222;20;231,9602;11,59801;0;KF_059.jpg;face
S1602;59;59;1;218;18;248,1272;13,78484;0;KF_060.jpg;face
S1602;60;60;1;294;8;102,2709;12,78387;0;KF_061.jpg;face
S1602;61;61;1;154;22;403,2943;18,33156;0;KF_062.jpg;nowhere
S1602;62;62;1;164;26;75,2297;2,89345;0;KF_063.jpg;face
S1602;63;63;1;198;34;389,0467;11,44255;0;KF_064.jpg;face
S1602;64;64;1;188;18;302,4772;16,80429;0;KF_065.jpg;face
S1602;65;65;1;204;18;223,5411;12,41895;0;KF_066.jpg;face
S1602;66;66;1;142;28;173,1772;6,184899;0;KF_067.jpg;face
S1602;67;67;1;260;36;479,6633;13,32398;0;KF_068.jpg;face
S1602;68;68;1;160;16;153,5493;9,596828;0;KF_069.jpg;face
S1602;69;69;1;192;14;223,0789;15,93421;0;KF_070.jpg;face
S1602;70;70;1;196;24;141,2844;5,88685;0;KF_071.jpg;face
S1602;71;71;1;334;44;280,9006;6,384105;0;KF_072.jpg;face
S1602;72;72;1;176;18;216,6705;12,03725;0;KF_073.jpg;face
S1602;73;73;1;226;2;50,62756;25,31378;0;KF_074.jpg;face
S1602;74;74;1;162;16;262,1032;16,38145;0;KF_075.jpg;face
S1602;75;75;1;176;32;178,7419;5,585684;0;KF_076.jpg;face
S1602;76;76;1;146;14;166,0769;11,86264;0;KF_077.jpg;face
S1602;77;77;1;182;24;368,3371;15,34738;0;KF_078.jpg;face
S1602;78;78;1;272;26;244,565;9,406345;0;KF_079.jpg;logo
S1602;79;79;1;168;28;114,123;4,075822;0;KF_080.jpg;face
S1602;80;80;1;476;2;35,8331;17,91655;0;KF_081.jpg;nowhere
S1602;81;81;1;180;12;138,6124;11,55103;0;KF_082.jpg;face
S1602;82;82;1;232;2;37,84405;18,92202;0;KF_083.jpg;face
S1602;83;83;1;158;18;202,2702;11,23724;0;KF_084.jpg;face
S1602;84;84;1;210;130;493,2161;3,79397;0;KF_085.jpg;nowhere
S1602;85;85;1;216;10;44,74021;4,474021;0;KF_086.jpg;face
S1602;86;86;1;234;16;200,0004;12,50003;0;KF_087.jpg;face
