SubjectName;TrialID;TrialSequence;CountInTrial;StartTime;Duration;Distance;Velocity;Validity;Trial Name;Saccade Target AOI group
S3001;0;0;1;350;36;743,1949;20,6443;0;KF_001.jpg;logo
S3001;1;1;1;402;44;214,7969;4,881747;0;KF_002.jpg;logo
S3001;2;2;1;192;24;391,8226;16,32594;0;KF_003.jpg;face
S3001;3;3;1;368;40;320,0524;8,001309;0;KF_004.jpg;logo
S3001;4;4;1;294;26;526,9486;20,26725;0;KF_005.jpg;logo
S3001;5;5;1;182;22;308,4828;14,02195;0;KF_006.jpg;nowhere
S3001;6;6;1;166;2;43,81364;21,90682;0;KF_007.jpg;nowhere
S3001;7;7;1;316;92;651,9146;7,086029;0;KF_008.jpg;logo
S3001;8;8;1;236;32;101,1855;3,162048;0;KF_009.jpg;face
S3001;9;9;1;98;2;27,72311;13,86155;0;KF_010.jpg;nowhere
S3001;10;10;1;246;8;81,70353;10,21294;0;KF_011.jpg;face
S3001;11;11;1;172;14;199,9863;14,28474;0;KF_012.jpg;face
S3001;12;12;1;110;2;54,08963;27,04482;0;KF_013.jpg;face
S3001;13;13;1;194;50;360,8799;7,217599;0;KF_014.jpg;nowhere
S3001;14;14;1;338;194;500,7235;2,581049;0;KF_015.jpg;nowhere
S3001;15;15;1;276;22;259,5652;11,79842;0;KF_016.jpg;face
S3001;16;16;1;754;20;181,2602;9,06301;0;KF_017.jpg;nowhere
S3001;17;17;1;220;22;235,3175;10,69625;0;KF_018.jpg;face
S3001;18;18;1;186;166;675,6964;4,07046;0;KF_019.jpg;logo
S3001;19;19;1;186;126;362,1134;2,873916;0;KF_020.jpg;logo
S3001;20;20;1;194;116;706,7018;6,092257;0;KF_021.jpg;face
S3001;21;21;1;268;30;448,0146;14,93382;0;KF_022.jpg;nowhere
S3001;22;22;1;222;36;384,5307;10,68141;0;KF_023.jpg;logo
S3001;23;23;1;208;14;139,4796;9,962828;0;KF_024.jpg;face
