ID	SubjectName	TrialID	TrialSequence	CountInTrial	StartTime	Length	PosX	PosY	SubjectCategory	Age	Sex	Handedness	Comments	Trial Name	Trial Category	SlideNr	AOI	AOI group	
1	S1002	0	0	1	0	198	931,761108398438	471,274108886719						KF_001.jpg		0	nowhere	nowhere	
2	S1002	0	0	2	382	176	326,921417236328	838,860778808594						KF_001.jpg		0	lkf1	nowhere	
3	S1002	0	0	3	566	488	324,187255859375	900,270385742188						KF_001.jpg		0	lkf1	nowhere	
4	S1002	0	0	4	1090	200	1093,576171875	847,572387695313						KF_001.jpg		0	nowhere	nowhere	
5	S1002	0	0	5	1314	256	1439,71057128906	919,93798828125						KF_001.jpg		0	nowhere	nowhere	
6	S1002	0	0	6	1578	246	1469,6650390625	992,75390625						KF_001.jpg		0	nowhere	nowhere	
7	S1002	0	0	7	1860	306	860,542297363281	854,358337402344						KF_001.jpg		0	nowhere	nowhere	
8	S1002	0	0	8	2206	306	1009,95098876953	271,007171630859						KF_001.jpg		0	fkf01	nowhere	
9	S1002	0	0	9	2514	326	1012,34442138672	228,328582763672						KF_001.jpg		0	fkf01	nowhere	
10	S1002	0	0	10	2842	168	1034,80834960938	230,744735717773						KF_001.jpg		0	fkf01	nowhere	
11	S1002	0	0	11	3052	246	321,417724609375	799,163818359375						KF_001.jpg		0	lkf1	nowhere	
12	S1002	0	0	12	3308	458	330,349151611328	862,686157226563						KF_001.jpg		0	lkf1	nowhere	
13	S1002	0	0	13	3802	210	1014,32928466797	851,842407226563						KF_001.jpg		0	nowhere	nowhere	
14	S1002	1	1	1	0	208	1063,27624511719	560,626647949219						KF_002.jpg		0	nowhere	nowhere	
15	S1002	1	1	2	256	120	506,6328125	852,603088378906						KF_002.jpg		0	nowhere	nowhere	
16	S1002	1	1	3	386	146	512,972900390625	950,252624511719						KF_002.jpg		0	nowhere	nowhere	
17	S1002	1	1	4	594	258	1650,94299316406	289,966888427734						KF_002.jpg		0	fkf2	nowhere	
18	S1002	1	1	5	854	560	1670,49633789063	263,309265136719						KF_002.jpg		0	nowhere	nowhere	
19	S1002	1	1	6	1468	158	455,125091552734	887,721008300781						KF_002.jpg		0	lkf2	nowhere	
20	S1002	1	1	7	1634	1176	506,571441650391	944,269653320313						KF_002.jpg		0	nowhere	nowhere	
21	S1002	1	1	8	2874	150	1713,72766113281	277,088165283203						KF_002.jpg		0	nowhere	nowhere	
22	S1002	1	1	9	3026	1010	1662,10705566406	268,476379394531						KF_002.jpg		0	nowhere	nowhere	
23	S1002	2	2	1	0	234	1011,32287597656	521,210266113281						KF_003.jpg		0	nowhere	nowhere	
24	S1002	2	2	2	276	184	488,46337890625	857,749389648438						KF_003.jpg		0	nowhere	nowhere	
25	S1002	2	2	3	476	170	712,496337890625	893,986206054688						KF_003.jpg		0	lkf3	nowhere	
26	S1002	2	2	4	664	344	512,394897460938	931,816650390625						KF_003.jpg		0	lkf3	nowhere	
27	S1002	2	2	5	1054	456	1114,61145019531	195,753707885742						KF_003.jpg		0	fkf3	nowhere	
28	S1002	2	2	6	1556	254	543,895446777344	916,662414550781						KF_003.jpg		0	lkf3	nowhere	
29	S1002	2	2	7	2028	416	1142,63879394531	245,160263061523						KF_003.jpg		0	fkf3	nowhere	
30	S1002	2	2	8	2488	294	601,805297851563	918,439819335938						KF_003.jpg		0	lkf3	nowhere	
31	S1002	2	2	9	2796	384	479,800567626953	950,54296875						KF_003.jpg		0	lkf3	nowhere	
32	S1002	2	2	10	3194	166	666,122436523438	943,935668945313						KF_003.jpg		0	lkf3	nowhere	
33	S1002	2	2	11	3376	588	485,803283691406	950,292907714844						KF_003.jpg		0	lkf3	nowhere	
34	S1002	3	3	1	0	206	1028,18640136719	582,96435546875						KF_004.jpg		0	nowhere	nowhere	
35	S1002	3	3	2	218	178	1076,11108398438	513,185607910156						KF_004.jpg		0	lkf4	nowhere	
36	S1002	3	3	3	432	210	562,049133300781	267,434875488281						KF_004.jpg		0	fkf4	nowhere	
37	S1002	3	3	4	648	204	637,676635742188	278,566986083984						KF_004.jpg		0	fkf4	nowhere	
38	S1002	3	3	5	884	236	1204,32922363281	405,772186279297						KF_004.jpg		0	lkf4	nowhere	
39	S1002	3	3	6	1134	180	1339,59460449219	424,934051513672						KF_004.jpg		0	lkf4	nowhere	
