SubjectName;TrialID;TrialSequence;CountInTrial;StartTime;Duration;Distance;Velocity;Validity;SubjectCategory;Age;Sex;Handedness;Trial Name;Saccade Target AOI;AOI group
S0102;288;288;2;360;2;46,80872;23,40436;0;;;;;UF_089.jpg;fuf89;face
S0102;288;288;3;558;40;642,4355;16,06089;0;;;;;UF_089.jpg;nowhere;nowhere
S0102;288;288;4;760;486;214,9605;0,4423055;-1;;;;;UF_089.jpg;nowhere;nowhere
S0102;288;288;5;1514;42;778,8124;18,54315;0;;;;;UF_089.jpg;nowhere;nowhere
S0102;288;288;6;1740;38;520,9427;13,70902;0;;;;;UF_089.jpg;nowhere;nowhere
S0102;288;288;7;1950;38;46,71494;1,229341;0;;;;;UF_089.jpg;nowhere;nowhere
S0102;288;288;8;2080;60;263,5754;4,392924;0;;;;;UF_089.jpg;nowhere;nowhere
S0102;288;288;9;2374;14;50,7417;3,624407;0;;;;;UF_089.jpg;nowhere;nowhere
S0102;288;288;10;2504;188;1053,314;5,602732;-1;;;;;UF_089.jpg;fuf89;face
S0102;288;288;11;2922;28;45,85679;1,637742;0;;;;;UF_089.jpg;fuf89;face
S0102;288;288;12;3124;14;122,0196;8,715686;0;;;;;UF_089.jpg;fuf89;face
S0102;288;288;13;3376;2;30,5898;15,2949;0;;;;;UF_089.jpg;fuf89;face
S0102;288;288;14;3896;30;363,8616;12,12872;0;;;;;UF_089.jpg;nowhere;nowhere
S0102;289;289;1;242;56;492,9123;8,802006;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;2;472;120;690,7666;5,756388;0;;;;;UF_090.jpg;luf90;logo
S0102;289;289;3;898;28;265,8321;9,494004;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;4;1080;20;262,0659;13,1033;0;;;;;UF_090.jpg;luf90;logo
S0102;289;289;5;1386;60;405,5054;6,758424;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;6;1616;32;265,8117;8,306617;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;7;1880;40;219,3278;5,483195;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;8;2098;86;112,0862;1,303328;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;9;2420;2;30,6246;15,3123;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;10;2644;24;280,8;11,7;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;11;2976;16;66,75948;4,172468;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;12;3264;20;264,1368;13,20684;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;289;289;13;3540;38;443,2438;11,66431;0;;;;;UF_090.jpg;fuf90;face
S0102;289;289;14;3884;24;293,122;12,21342;0;;;;;UF_090.jpg;nowhere;nowhere
S0102;290;290;1;200;8;102,5445;12,81806;0;;;;;UF_091.jpg;fuf91;face
S0102;290;290;2;406;50;835,8356;16,71671;0;;;;;UF_091.jpg;luf91;logo
S0102;290;290;3;646;58;69,17967;1,192753;0;;;;;UF_091.jpg;luf91;logo
S0102;290;290;4;854;78;73,59058;0,943469;0;;;;;UF_091.jpg;luf91;logo
S0102;290;290;5;1294;2;20,20711;10,10355;0;;;;;UF_091.jpg;luf91;logo
S0102;290;290;6;1650;2;28,49123;14,24561;0;;;;;UF_091.jpg;luf91;logo
S0102;290;290;7;1738;112;901,1813;8,046262;-1;;;;;UF_091.jpg;fuf91;face
S0102;290;290;8;2204;14;71,25262;5,089473;0;;;;;UF_091.jpg;fuf91;face
S0102;290;290;9;2314;2;29,65467;14,82734;0;;;;;UF_091.jpg;fuf91;face
S0102;290;290;10;2432;16;168,5226;10,53266;0;;;;;UF_091.jpg;fuf91;face
S0102;290;290;11;2690;26;256,725;9,874038;0;;;;;UF_091.jpg;fuf91;face
S0102;290;290;12;2962;64;63,80422;0,9969409;0;;;;;UF_091.jpg;fuf91;face
S0102;290;290;13;3168;14;127,8495;9,132105;0;;;;;UF_091.jpg;fuf91;face
S0102;290;290;14;3562;2;40,81472;20,40736;0;;;;;UF_091.jpg;fuf91;face
S0102;291;291;1;454;98;296,6113;3,026646;0;;;;;UF_092.jpg;f2uf292;face
S0102;291;291;2;716;12;57,36136;4,780114;0;;;;;UF_092.jpg;f2uf292;face
S0102;291;291;3;896;42;805,1198;19,16952;0;;;;;UF_092.jpg;nowhere;nowhere
S0102;291;291;4;1088;8;69,75067;8,718834;0;;;;;UF_092.jpg;luf92;logo
S0102;291;291;5;1492;2;23,48949;11,74474;0;;;;;UF_092.jpg;luf92;logo
S0102;291;291;6;1772;2;30,52641;15,26321;0;;;;;UF_092.jpg;luf92;logo
S0102;291;291;7;2084;36;432,2451;12,00681;0;;;;;UF_092.jpg;fuf92;face
S0102;291;291;8;2336;2;35,0715;17,53575;0;;;;;UF_092.jpg;fuf92;face
S0102;291;291;9;2572;42;458,0922;10,90696;0;;;;;UF_092.jpg;luf92;logo
S0102;291;291;10;2872;34;375,4501;11,04265;0;;;;;UF_092.jpg;fuf92;face
S0102;291;291;11;3254;2;37,87907;18,93954;0;;;;;UF_092.jpg;fuf92;face
S0102;291;291;12;3550;2;36,62202;18,31101;0;;;;;UF_092.jpg;fuf92;face
S0102;291;291;13;3736;16;128,5657;8,035354;0;;;;;UF_092.jpg;fuf92;face
S0102;292;292;1;206;30;365,9391;12,19797;0;;;;;UF_093.jpg;fuf93;face
S0102;292;292;2;480;2;44,81063;22,40532;0;;;;;UF_093.jpg;fuf93;face
S0102;292;292;3;626;28;397,6856;14,20306;0;;;;;UF_093.jpg;nowhere;nowhere
S0102;292;292;4;818;2;30,34686;15,17343;0;;;;;UF_093.jpg;nowhere;nowhere
S0102;292;292;5;1028;36;48,99486;1,360968;0;;;;;UF_093.jpg;nowhere;nowhere
S0102;292;292;6;1230;36;535,6107;14,87808;0;;;;;UF_093.jpg;nowhere;nowhere
S0102;292;292;7;1472;120;193,9965;1,616638;0;;;;;UF_093.jpg;nowhere;nowhere
S0102;292;292;8;1820;36;279,8216;7,772822;0;;;;;UF_093.jpg;nowhere;nowhere
S0102;292;292;9;2110;20;253,8745;12,69373;0;;;;;UF_093.jpg;nowhere;nowhere
S0102;292;292;10;2856;2;47,08997;23,54498;0;;;;;UF_093.jpg;nowhere;nowhere
S0102;293;293;1;236;20;226,4902;11,32451;0;;;;;UF_094.jpg;fuf94;face
S0102;293;293;2;568;36;740,6906;20,57474;0;;;;;UF_094.jpg;luf94;logo
S0102;293;293;3;904;16;140,3817;8,773858;0;;;;;UF_094.jpg;luf94;logo
S0102;293;293;4;1108;2;37,80955;18,90477;0;;;;;UF_094.jpg;luf94;logo
S0102;293;293;5;1328;44;780,415;17,73671;0;;;;;UF_094.jpg;fuf94;face
S0102;293;293;6;1610;12;113,746;9,478831;0;;;;;UF_094.jpg;fuf94;face
S0102;293;293;7;1914;34;366,0643;10,7666;0;;;;;UF_094.jpg;nowhere;nowhere
S0102;293;293;8;2580;16;186,9862;11,68664;0;;;;;UF_094.jpg;nowhere;nowhere
S0102;293;293;9;3764;2;31,86001;15,93;0;;;;;UF_094.jpg;nowhere;nowhere
S0102;294;294;1;146;22;271,5894;12,34497;0;;;;;UF_095.jpg;fuf95;face
S0102;294;294;2;338;2;25,57998;12,78999;0;;;;;UF_095.jpg;fuf95;face
S0102;294;294;3;430;2;52,26571;26,13285;0;;;;;UF_095.jpg;fuf95;face
S0102;294;294;4;606;40;674,4778;16,86195;0;;;;;UF_095.jpg;nowhere;nowhere
S0102;294;294;5;924;18;61,68427;3,426904;0;;;;;UF_095.jpg;nowhere;nowhere
S0102;294;294;6;1070;40;854,5479;21,3637;0;;;;;UF_095.jpg;luf95;logo
S0102;294;294;7;1432;28;329,1673;11,75597;0;;;;;UF_095.jpg;nowhere;nowhere
S0102;294;294;8;1666;102;801,5984;7,858809;0;;;;;UF_095.jpg;fuf95;face
S0102;294;294;9;2038;10;88,99764;8,899764;0;;;;;UF_095.jpg;fuf95;face
S0102;294;294;10;2290;24;70,96068;2,956695;0;;;;;UF_095.jpg;fuf95;face
S0102;294;294;11;2592;28;339,0656;12,10949;0;;;;;UF_095.jpg;nowhere;nowhere
S0102;294;294;12;2946;58;387,6107;6,682942;0;;;;;UF_095.jpg;nowhere;nowhere
S0102;294;294;13;3318;10;59,17492;5,917492;0;;;;;UF_095.jpg;nowhere;nowhere
S0102;294;294;14;3600;12;59,12616;4,92718;0;;;;;UF_095.jpg;nowhere;nowhere
S0102;295;295;1;204;16;169,1586;10,57241;0;;;;;UF_096.jpg;fuf96;face
S0102;295;295;2;366;18;140,1171;7,784286;0;;;;;UF_096.jpg;fuf96;face
S0102;295;295;3;586;2;37,48478;18,74239;0;;;;;UF_096.jpg;fuf96;face
S0102;295;295;4;938;2;36,97363;18,48682;0;;;;;UF_096.jpg;fuf96;face
S0102;295;295;5;1058;20;251,5812;12,57906;0;;;;;UF_096.jpg;fuf96;face
S0102;295;295;6;1184;2;21,49899;10,7495;0;;;;;UF_096.jpg;fuf96;face
S0102;295;295;7;1322;8;78,52299;9,815374;0;;;;;UF_096.jpg;nowhere;nowhere
S0102;295;295;8;1536;76;917,7473;12,07562;0;;;;;UF_096.jpg;nowhere;nowhere
S0102;295;295;9;1798;34;294,5458;8,663113;0;;;;;UF_096.jpg;nowhere;nowhere
S0102;295;295;10;2000;10;106,3038;10,63038;0;;;;;UF_096.jpg;nowhere;nowhere
S0102;295;295;11;2190;24;300,0335;12,5014;0;;;;;UF_096.jpg;nowhere;nowhere
S0102;295;295;12;2390;2;51,18507;25,59254;0;;;;;UF_096.jpg;luf96;logo
S0102;295;295;13;2612;2;32,25156;16,12578;0;;;;;UF_096.jpg;luf96;logo
S0102;295;295;14;2972;32;456,5873;14,26835;0;;;;;UF_096.jpg;nowhere;nowhere
S0102;295;295;15;3284;30;580,1711;19,33904;0;;;;;UF_096.jpg;nowhere;nowhere
S0102;295;295;16;3572;40;451,8445;11,29611;0;;;;;UF_096.jpg;nowhere;nowhere
S0102;295;295;17;3826;30;316,7128;10,55709;0;;;;;UF_096.jpg;fuf96;face
S0102;296;296;1;184;12;74,32836;6,19403;0;;;;;UF_097.jpg;nowhere;nowhere
S0102;296;296;2;354;26;206,9208;7,958492;0;;;;;UF_097.jpg;fuf97;face
S0102;296;296;3;724;366;709,3531;1,938123;-1;;;;;UF_097.jpg;nowhere;nowhere
S0102;296;296;4;1388;66;36,66694;0,5555598;0;;;;;UF_097.jpg;nowhere;nowhere
S0102;296;296;5;1626;2;29,61418;14,80709;0;;;;;UF_097.jpg;nowhere;nowhere
S0102;296;296;6;1888;22;115,892;5,267818;0;;;;;UF_097.jpg;luf97;logo
S0102;296;296;7;2204;296;825,1548;2,787685;-1;;;;;UF_097.jpg;fuf97;face
S0102;296;296;8;2598;62;77,72431;1,253618;0;;;;;UF_097.jpg;fuf97;face
S0102;296;296;9;2780;2;52,14542;26,07271;0;;;;;UF_097.jpg;fuf97;face
S0102;296;296;10;3064;56;552,2062;9,860825;0;;;;;UF_097.jpg;nowhere;nowhere
S0102;296;296;11;3378;26;228,5748;8,791337;0;;;;;UF_097.jpg;nowhere;nowhere
S0102;296;296;12;3626;16;187,9304;11,74565;0;;;;;UF_097.jpg;nowhere;nowhere
S0102;297;297;1;212;20;288,6997;14,43498;0;;;;;UF_098.jpg;fuf98;face
S0102;297;297;2;612;28;359,7381;12,84779;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;3;848;28;349,4378;12,47992;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;4;1038;62;65,18726;1,051407;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;5;1190;314;453,6131;1,444628;-1;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;6;1592;34;487,866;14,349;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;7;1854;56;454,8882;8,123004;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;8;2180;46;920,0518;20,00113;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;9;2448;62;826,342;13,3281;0;;;;;UF_098.jpg;fuf98;face
S0102;297;297;10;2642;8;83,72925;10,46616;0;;;;;UF_098.jpg;fuf98;face
S0102;297;297;11;2998;10;62,89178;6,289178;0;;;;;UF_098.jpg;fuf98;face
S0102;297;297;12;3246;30;377,4434;12,58145;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;13;3478;76;27,77668;0,3654826;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;297;297;14;3692;20;262,4441;13,12221;0;;;;;UF_098.jpg;nowhere;nowhere
S0102;298;298;1;164;24;306,9072;12,7878;0;;;;;UF_099.jpg;fuf99;face
S0102;298;298;2;358;46;805,4039;17,50878;0;;;;;UF_099.jpg;luf99;logo
S0102;298;298;3;574;10;61,59027;6,159028;0;;;;;UF_099.jpg;luf99;logo
S0102;298;298;4;738;2;41,73462;20,86731;0;;;;;UF_099.jpg;nowhere;nowhere
S0102;298;298;5;1156;12;71,7924;5,9827;0;;;;;UF_099.jpg;luf99;logo
S0102;298;298;6;1308;2;27,98074;13,99037;0;;;;;UF_099.jpg;luf99;logo
S0102;298;298;7;1522;40;836,3118;20,90779;0;;;;;UF_099.jpg;fuf99;face
S0102;298;298;8;1792;10;101,0987;10,10987;0;;;;;UF_099.jpg;fuf99;face
S0102;298;298;9;2106;2;26,17229;13,08615;0;;;;;UF_099.jpg;fuf99;face
S0102;298;298;10;2390;12;64,31702;5,359751;0;;;;;UF_099.jpg;fuf99;face
S0102;298;298;11;2616;14;141,6546;10,11819;0;;;;;UF_099.jpg;fuf99;face
S0102;298;298;12;2842;24;261,7991;10,9083;0;;;;;UF_099.jpg;nowhere;nowhere
S0102;298;298;13;3108;202;241,8481;1,197268;0;;;;;UF_099.jpg;nowhere;nowhere
S0102;298;298;14;3570;8;75,46844;9,433555;0;;;;;UF_099.jpg;nowhere;nowhere
S0102;298;298;15;3744;28;325,0984;11,61066;0;;;;;UF_099.jpg;nowhere;nowhere
S0102;299;299;1;196;16;198,3622;12,39764;0;;;;;UF_100.jpg;fuf100;face
S0102;299;299;2;350;48;1007,939;20,99872;0;;;;;UF_100.jpg;luf100;logo
S0102;299;299;3;584;2;42,16832;21,08416;0;;;;;UF_100.jpg;luf100;logo
S0102;299;299;4;776;2;23,10791;11,55396;0;;;;;UF_100.jpg;luf100;logo
S0102;299;299;5;872;392;86,10545;0,2196568;-1;;;;;UF_100.jpg;luf100;logo
S0102;299;299;6;1452;112;756,3038;6,752712;0;;;;;UF_100.jpg;fuf100;face
S0102;299;299;7;1682;20;239,6691;11,98345;0;;;;;UF_100.jpg;fuf100;face
S0102;299;299;8;2082;32;366,3957;11,44986;0;;;;;UF_100.jpg;fuf100;face
S0102;299;299;9;2326;32;401,7195;12,55374;0;;;;;UF_100.jpg;fuf100;face
S0102;299;299;10;2528;86;385,7585;4,485563;0;;;;;UF_100.jpg;fuf100;face
S0102;299;299;11;2802;44;364,2639;8,278725;0;;;;;UF_100.jpg;fuf100;face
S0102;299;299;12;3068;18;257,0172;14,27873;0;;;;;UF_100.jpg;nowhere;nowhere
S0102;299;299;13;3348;16;220,7476;13,79672;0;;;;;UF_100.jpg;fuf100;face
S0102;300;300;1;242;34;461,5612;13,57533;0;;;;;UL_001.png;lul1;logo
S0102;300;300;2;384;40;94,19354;2,354839;0;;;;;UL_001.png;lul1;logo
S0102;300;300;3;766;42;48,33511;1,150836;0;;;;;UL_001.png;lul1;logo
S0102;300;300;4;1328;2;46,2761;23,13805;0;;;;;UL_001.png;lul1;logo
S0102;300;300;5;1480;2;40,53123;20,26562;0;;;;;UL_001.png;lul1;logo
S0102;300;300;6;1816;2;48,32083;24,16041;0;;;;;UL_001.png;lul1;logo
S0102;300;300;7;2202;2;29,86365;14,93182;0;;;;;UL_001.png;lul1;logo
S0102;300;300;8;2894;2;49,10905;24,55453;0;;;;;UL_001.png;lul1;logo
S0102;300;300;9;3156;2;32,69743;16,34872;0;;;;;UL_001.png;lul1;logo
S0102;300;300;10;3326;2;46,04323;23,02161;0;;;;;UL_001.png;lul1;logo
S0102;300;300;11;3710;8;74,06506;9,258132;0;;;;;UL_001.png;lul1;logo
S0102;301;301;1;256;44;704,5258;16,01195;0;;;;;UL_002.png;lul2;logo
S0102;301;301;2;444;16;102,254;6,390877;0;;;;;UL_002.png;lul2;logo
S0102;301;301;3;1110;2;52,93612;26,46806;0;;;;;UL_002.png;lul2;logo
S0102;301;301;4;1418;2;28,64079;14,32039;0;;;;;UL_002.png;lul2;logo
S0102;301;301;5;1580;2;29,6286;14,8143;0;;;;;UL_002.png;lul2;logo
S0102;301;301;6;1818;10;63,67785;6,367785;0;;;;;UL_002.png;lul2;logo
S0102;301;301;7;2056;44;1036,274;23,55168;0;;;;;UL_002.png;nowhere;nowhere
S0102;301;301;8;2442;10;120,0088;12,00088;0;;;;;UL_002.png;nowhere;nowhere
S0102;301;301;9;2674;30;447,0016;14,90005;0;;;;;UL_002.png;nowhere;nowhere
S0102;301;301;10;2936;2;32,1454;16,0727;0;;;;;UL_002.png;nowhere;nowhere
S0102;301;301;11;3382;32;340,1099;10,62844;0;;;;;UL_002.png;nowhere;nowhere
S0102;302;302;1;200;54;713,9019;13,2204;0;;;;;UL_003.png;lul3;logo
S0102;302;302;2;430;2;24,9154;12,4577;0;;;;;UL_003.png;lul3;logo
S0102;302;302;3;584;2;48,74007;24,37003;0;;;;;UL_003.png;lul3;logo
S0102;302;302;4;764;404;54,41444;0,1346892;-1;;;;;UL_003.png;lul3;logo
S0102;302;302;5;1614;2;45,53575;22,76788;0;;;;;UL_003.png;lul3;logo
S0102;302;302;6;2208;78;460,4398;5,903075;0;;;;;UL_003.png;nowhere;nowhere
S0102;302;302;7;2560;34;295,6648;8,696023;0;;;;;UL_003.png;nowhere;nowhere
S0102;302;302;8;2802;28;235,5031;8,410823;0;;;;;UL_003.png;nowhere;nowhere
S0102;302;302;9;3144;26;181,217;6,969886;0;;;;;UL_003.png;nowhere;nowhere
S0102;302;302;10;3616;38;644,7045;16,96591;0;;;;;UL_003.png;lul3;logo
S0102;303;303;1;242;100;735,6531;7,356531;0;;;;;UL_004.png;lul4;logo
S0102;303;303;2;588;70;42,1562;0,6022314;0;;;;;UL_004.png;lul4;logo
S0102;303;303;3;742;148;22,44908;0,1516829;-1;;;;;UL_004.png;lul4;logo
S0102;303;303;4;996;2;34,65784;17,32892;0;;;;;UL_004.png;lul4;logo
S0102;303;303;5;1310;2;25,07678;12,53839;0;;;;;UL_004.png;lul4;logo
S0102;303;303;6;1512;52;36,98289;0,7112094;0;;;;;UL_004.png;lul4;logo
S0102;303;303;7;1700;2;61,24406;30,62203;0;;;;;UL_004.png;lul4;logo
S0102;303;303;8;2138;52;46,92276;0,9023607;0;;;;;UL_004.png;lul4;logo
S0102;303;303;9;2320;70;612,3982;8,748546;0;;;;;UL_004.png;nowhere;nowhere
S0102;303;303;10;2566;38;560,3044;14,74485;0;;;;;UL_004.png;nowhere;nowhere
S0102;303;303;11;2900;32;462,2612;14,44566;0;;;;;UL_004.png;nowhere;nowhere
S0102;303;303;12;3212;34;576,7388;16,96291;0;;;;;UL_004.png;nowhere;nowhere
S0102;303;303;13;3442;68;911,5311;13,40487;0;;;;;UL_004.png;lul4;logo
S0102;303;303;14;3790;130;66,33551;0,5102732;0;;;;;UL_004.png;lul4;logo
S0102;304;304;1;240;32;480,8285;15,02589;0;;;;;UL_005.png;nowhere;nowhere
S0102;304;304;2;354;74;95,53368;1,290996;0;;;;;UL_005.png;nowhere;nowhere
S0102;304;304;3;776;2;40,7502;20,3751;0;;;;;UL_005.png;nowhere;nowhere
S0102;304;304;4;1458;2;50,12589;25,06294;0;;;;;UL_005.png;lul5;logo
S0102;304;304;5;2036;68;1298,463;19,09504;0;;;;;UL_005.png;nowhere;nowhere
S0102;304;304;6;2274;242;1134,787;4,689201;-1;;;;;UL_005.png;nowhere;nowhere
S0102;304;304;7;2782;2;32,16522;16,08261;0;;;;;UL_005.png;nowhere;nowhere
S0102;304;304;8;2864;74;844,2043;11,40817;0;;;;;UL_005.png;nowhere;nowhere
S0102;304;304;9;3150;120;552,3484;4,602904;0;;;;;UL_005.png;nowhere;nowhere
S0102;304;304;10;3474;122;742,4059;6,085294;0;;;;;UL_005.png;nowhere;nowhere
S0102;305;305;1;184;42;618,0496;14,71547;0;;;;;UL_006.png;lul6;logo
S0102;305;305;2;518;2;38,8793;19,43965;0;;;;;UL_006.png;lul6;logo
S0102;305;305;3;1182;2;28,40632;14,20316;0;;;;;UL_006.png;lul6;logo
S0102;305;305;4;1418;2;35,11414;17,55707;0;;;;;UL_006.png;lul6;logo
S0102;305;305;5;1688;2;29,69796;14,84898;0;;;;;UL_006.png;lul6;logo
S0102;305;305;6;1882;2;32,05117;16,02559;0;;;;;UL_006.png;lul6;logo
S0102;305;305;7;2278;2;46,61465;23,30733;0;;;;;UL_006.png;lul6;logo
S0102;305;305;8;2398;42;663,2557;15,7918;0;;;;;UL_006.png;nowhere;nowhere
S0102;305;305;9;2640;18;171,4058;9,522546;0;;;;;UL_006.png;nowhere;nowhere
S0102;305;305;10;2786;170;87,65491;0,5156171;-1;;;;;UL_006.png;nowhere;nowhere
S0102;305;305;11;3144;30;310,0815;10,33605;0;;;;;UL_006.png;nowhere;nowhere
S0102;305;305;12;3410;6;90,24618;15,04103;0;;;;;UL_006.png;nowhere;nowhere
S0102;305;305;13;3500;128;50,97094;0,3982105;-1;;;;;UL_006.png;nowhere;nowhere
S0102;305;305;14;3736;32;386,7144;12,08482;0;;;;;UL_006.png;nowhere;nowhere
S0102;306;306;1;256;36;595,4959;16,54155;0;;;;;UL_007.png;nowhere;nowhere
S0102;306;306;2;414;94;411,3994;4,376589;0;;;;;UL_007.png;lul7;logo
S0102;306;306;3;718;10;63,55125;6,355125;0;;;;;UL_007.png;lul7;logo
S0102;306;306;4;984;2;27,98893;13,99447;0;;;;;UL_007.png;lul7;logo
S0102;306;306;5;1488;54;833,5009;15,4352;0;;;;;UL_007.png;nowhere;nowhere
S0102;306;306;6;1792;42;790,1496;18,81309;0;;;;;UL_007.png;lul7;logo
S0102;306;306;7;2116;2;39,18777;19,59389;0;;;;;UL_007.png;lul7;logo
S0102;306;306;8;2618;2;38,36301;19,18151;0;;;;;UL_007.png;lul7;logo
S0102;306;306;9;2774;44;882,9552;20,06716;0;;;;;UL_007.png;nowhere;nowhere
S0102;306;306;10;3098;20;200,4465;10,02233;0;;;;;UL_007.png;nowhere;nowhere
S0102;306;306;11;3296;2;27,05056;13,52528;0;;;;;UL_007.png;nowhere;nowhere
S0102;306;306;12;3386;104;376,3249;3,618508;-1;;;;;UL_007.png;nowhere;nowhere
S0102;306;306;13;3622;2;43,27057;21,63528;0;;;;;UL_007.png;nowhere;nowhere
S0102;306;306;14;3734;26;445,1914;17,12275;0;;;;;UL_007.png;nowhere;nowhere
S0102;307;307;1;400;212;1003,377;4,732912;0;;;;;UL_008.png;lul8;logo
S0102;307;307;2;746;14;130,8701;9,347867;0;;;;;UL_008.png;lul8;logo
S0102;307;307;3;1078;2;53,35024;26,67512;0;;;;;UL_008.png;lul8;logo
S0102;307;307;4;1310;16;171,075;10,69218;0;;;;;UL_008.png;lul8;logo
S0102;307;307;5;1458;36;832,9548;23,13763;0;;;;;UL_008.png;nowhere;nowhere
S0102;307;307;6;2180;44;316,0998;7,184086;0;;;;;UL_008.png;nowhere;nowhere
S0102;307;307;7;2406;2;25,62475;12,81237;0;;;;;UL_008.png;nowhere;nowhere
S0102;307;307;8;2496;44;650,4987;14,78406;0;;;;;UL_008.png;nowhere;nowhere
S0102;307;307;9;2758;18;205,2333;11,40185;0;;;;;UL_008.png;nowhere;nowhere
S0102;307;307;10;2966;36;662,279;18,39664;0;;;;;UL_008.png;nowhere;nowhere
S0102;307;307;11;3402;20;257,2038;12,86019;0;;;;;UL_008.png;nowhere;nowhere
S0102;307;307;12;3542;2;36,12928;18,06464;0;;;;;UL_008.png;nowhere;nowhere
S0102;308;308;1;274;12;213,2319;17,76933;0;;;;;UL_009.png;lul9;logo
S0102;308;308;2;432;16;77,4359;4,839744;0;;;;;UL_009.png;lul9;logo
S0102;308;308;3;696;2;30,26445;15,13222;0;;;;;UL_009.png;lul9;logo
S0102;308;308;4;856;2;31,85773;15,92886;0;;;;;UL_009.png;lul9;logo
S0102;308;308;5;1234;2;21,08615;10,54308;0;;;;;UL_009.png;lul9;logo
S0102;308;308;6;1472;12;63,67125;5,305937;0;;;;;UL_009.png;lul9;logo
S0102;308;308;7;1684;40;741,5012;18,53753;0;;;;;UL_009.png;nowhere;nowhere
S0102;308;308;8;1964;12;145,8349;12,15291;0;;;;;UL_009.png;nowhere;nowhere
S0102;308;308;9;2232;32;383,7118;11,99099;0;;;;;UL_009.png;nowhere;nowhere
S0102;308;308;10;2594;30;257,8681;8,595602;0;;;;;UL_009.png;nowhere;nowhere
S0102;308;308;11;2730;2;21,77097;10,88548;0;;;;;UL_009.png;nowhere;nowhere
S0102;308;308;12;2926;16;126,3095;7,894345;0;;;;;UL_009.png;nowhere;nowhere
S0102;308;308;13;3664;2;21,65379;10,82689;0;;;;;UL_009.png;nowhere;nowhere
S0102;308;308;14;3800;16;113,4655;7,091592;0;;;;;UL_009.png;nowhere;nowhere
S0102;309;309;1;312;24;232,1223;9,671763;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;2;552;50;932,5354;18,65071;0;;;;;UL_010.png;lul10;logo
S0102;309;309;3;808;2;36,94004;18,47002;0;;;;;UL_010.png;lul10;logo
S0102;309;309;4;1216;2;29,7334;14,8667;0;;;;;UL_010.png;lul10;logo
S0102;309;309;5;1358;2;48,07003;24,03501;0;;;;;UL_010.png;lul10;logo
S0102;309;309;6;1474;36;549,9091;15,27525;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;7;1592;2;37,53041;18,76521;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;8;1706;36;563,2004;15,64446;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;9;1894;76;139,341;1,833434;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;10;2158;30;440,1033;14,67011;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;11;2414;30;356,6489;11,8883;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;12;2778;20;262,9055;13,14528;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;13;3018;54;999,9718;18,518;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;14;3348;36;393,0789;10,91886;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;15;3544;30;125,5239;4,184131;0;;;;;UL_010.png;nowhere;nowhere
S0102;309;309;16;3816;36;632,3472;17,5652;0;;;;;UL_010.png;nowhere;nowhere
S0102;310;310;1;200;42;743,4874;17,70208;0;;;;;UL_011.png;lul11;logo
S0102;310;310;2;348;60;124,5468;2,07578;0;;;;;UL_011.png;lul11;logo
S0102;310;310;3;778;242;1222,778;5,052801;0;;;;;UL_011.png;nowhere;nowhere
S0102;310;310;4;1208;20;244,2751;12,21376;0;;;;;UL_011.png;nowhere;nowhere
S0102;310;310;5;1438;92;224,2585;2,437592;0;;;;;UL_011.png;nowhere;nowhere
S0102;310;310;6;1700;18;174,0452;9,669176;0;;;;;UL_011.png;nowhere;nowhere
S0102;310;310;7;2038;26;348,4796;13,40306;0;;;;;UL_011.png;nowhere;nowhere
S0102;310;310;8;2350;14;116,1313;8,295093;0;;;;;UL_011.png;nowhere;nowhere
S0102;310;310;9;2704;26;139,2872;5,357201;0;;;;;UL_011.png;nowhere;nowhere
S0102;310;310;10;2928;20;237,4929;11,87465;0;;;;;UL_011.png;nowhere;nowhere
