ID	SubjectName	TrialID	TrialSequence	CountInTrial	StartTime	Length	PosX	PosY	SubjectCategory	Age	Sex	Handedness	Comments	Trial Name	Trial Category	SlideNr	AOI	AOI group
208	S0102	12	12	14	3024	220	296,536071777344	90,3765640258789						KF_013.jpg		0	lkf13	nowhere	
209	S0102	12	12	15	3300	270	1275,24865722656	473,649230957031						KF_013.jpg		0	fkf13	nowhere	
210	S0102	12	12	16	3596	200	1478,04626464844	759,702880859375						KF_013.jpg		0	nowhere	nowhere	
211	S0102	12	12	17	3822	186	1095,77746582031	741,292663574219						KF_013.jpg		0	nowhere	nowhere	
212	S0102	13	13	1	0	334	927,815856933594	630,456481933594						KF_014.jpg		0	nowhere	nowhere	
213	S0102	13	13	2	410	152	876,767578125	284,394744873047						KF_014.jpg		0	fkf14	nowhere	
214	S0102	13	13	3	564	80	878,831726074219	260,478088378906						KF_014.jpg		0	fkf14	nowhere	
215	S0102	13	13	4	684	246	158,2314453125	179,383880615234						KF_014.jpg		0	lkf14	nowhere	
216	S0102	13	13	5	932	194	116,128555297852	202,222442626953						KF_014.jpg		0	lkf14	nowhere	
217	S0102	13	13	6	1142	232	131,687194824219	387,1796875						KF_014.jpg		0	lkf14	nowhere	
218	S0102	13	13	7	1392	252	118,034652709961	219,759063720703						KF_014.jpg		0	lkf14	nowhere	
219	S0102	13	13	8	1678	210	456,865112304688	476,348175048828						KF_014.jpg		0	lkf14	nowhere	
220	S0102	13	13	9	1918	262	832,714538574219	939,5068359375						KF_014.jpg		0	nowhere	nowhere	
221	S0102	13	13	10	2218	236	839,699951171875	326,952056884766						KF_014.jpg		0	fkf14	nowhere	
222	S0102	13	13	11	2456	152	864,925903320313	278,779113769531						KF_014.jpg		0	fkf14	nowhere	
223	S0102	13	13	12	2644	162	1472,80212402344	188,57194519043						KF_014.jpg		0	nowhere	nowhere	
224	S0102	13	13	13	2814	410	1524,05102539063	116,510635375977						KF_014.jpg		0	nowhere	nowhere	
225	S0102	13	13	14	3268	232	937,650451660156	88,4786529541016						KF_014.jpg		0	fkf14	nowhere	
226	S0102	13	13	15	3520	202	826,473510742188	314,966613769531						KF_014.jpg		0	nowhere	nowhere	
227	S0102	13	13	16	3724	296	871,09814453125	333,600036621094						KF_014.jpg		0	fkf14	nowhere	
228	S0102	14	14	1	0	180	1038,90649414063	78,4318771362305						KF_015.jpg		0	lkf15	nowhere	
229	S0102	14	14	2	214	170	806,891967773438	145,425598144531						KF_015.jpg		0	lkf15	nowhere	
230	S0102	14	14	3	386	134	807,067749023438	87,7808837890625						KF_015.jpg		0	lkf15	nowhere	
231	S0102	14	14	4	558	168	1305,60949707031	500,748260498047						KF_015.jpg		0	nowhere	nowhere	
232	S0102	14	14	5	742	226	1299,03161621094	584,676391601563						KF_015.jpg		0	nowhere	nowhere	
233	S0102	14	14	6	1038	418	374,292785644531	465,741027832031						KF_015.jpg		0	fkf15	nowhere	
234	S0102	14	14	7	1500	140	945,084594726563	402,411346435547						KF_015.jpg		0	nowhere	nowhere	
235	S0102	14	14	8	1680	176	375,334808349609	491,307861328125						KF_015.jpg		0	fkf15	nowhere	
236	S0102	14	14	9	1886	116	517,893188476563	766,898193359375						KF_015.jpg		0	fkf15	nowhere	
237	S0102	14	14	10	2004	90	549,01953125	797,989135742188						KF_015.jpg		0	fkf15	nowhere	
238	S0102	14	14	11	2096	90	526,86962890625	774,578491210938						KF_015.jpg		0	fkf15	nowhere	
239	S0102	14	14	12	2756	180	1199,0947265625	700,289123535156						KF_015.jpg		0	nowhere	nowhere	
240	S0102	14	14	13	2944	240	1271,29418945313	667,821655273438						KF_015.jpg		0	nowhere	nowhere	
241	S0102	14	14	14	3224	186	368,979797363281	731,647827148438						KF_015.jpg		0	fkf15	nowhere	
242	S0102	14	14	15	3438	264	327,798400878906	417,545867919922						KF_015.jpg		0	fkf15	nowhere	
243	S0102	14	14	16	3768	166	931,275024414063	89,4475936889648						KF_015.jpg		0	lkf15	nowhere	
244	S0102	15	15	1	0	180	889,003112792969	661,365966796875						KF_016.jpg		0	nowhere	nowhere	
245	S0102	15	15	2	200	140	830,387573242188	355,835235595703						KF_016.jpg		0	nowhere	nowhere	
246	S0102	15	15	3	356	96	828,924499511719	184,093887329102						KF_016.jpg		0	fkf16	nowhere	
247	S0102	15	15	4	502	186	112,625549316406	883,81591796875						KF_016.jpg		0	lkf16	nowhere	
248	S0102	15	15	5	698	308	242,649719238281	913,59423828125						KF_016.jpg		0	lkf16	nowhere	
249	S0102	15	15	6	1020	324	325,585327148438	912,189636230469						KF_016.jpg		0	lkf16	nowhere	
250	S0102	15	15	7	1346	112	353,726318359375	936,903503417969						KF_016.jpg		0	lkf16	nowhere	
251	S0102	15	15	8	1466	220	284,611724853516	934,318908691406						KF_016.jpg		0	lkf16	nowhere	
252	S0102	15	15	9	1700	178	377,749969482422	938,694458007813						KF_016.jpg		0	lkf16	nowhere	
253	S0102	15	15	10	1888	204	473,458160400391	941,905700683594						KF_016.jpg		0	lkf16	nowhere	
254	S0102	15	15	11	2134	260	841,977966308594	286,149658203125						KF_016.jpg		0	fkf16	nowhere	
255	S0102	15	15	12	2424	312	867,003173828125	105,094917297363						KF_016.jpg		0	fkf16	nowhere	
